quote_id,degree_id,code
549,330,Skills
3252,330,Law-policy
3252,330,Ethical issues
1489,330,Impact
378,331,Mission
514,332,Courses
516,332,Requirements
871,332,Courses
1437,332,Requirements
3302,332,Mission
1411,332,Skills
1401,332,Jobs
2268,333,Skills
491,333,Courses
799,336,Requirements
1827,336,Courses
2144,336,Requirements
3362,337,Skills
3360,337,Industry
3360,337,Jobs
3360,337,Impact
1047,338,Courses
902,339,Courses
1645,339,Mission
1642,339,Skills
2586,339,Mission
1498,339,Skills
2511,340,Mission
3092,340,Skills
2257,344,Mission
1223,344,Courses
1823,347,Requirements
1002,347,Courses
262,347,Mission
334,349,Courses
1131,349,Requirements
1427,349,Skills
2791,349,Target group
2885,349,Mission
826,350,Fluff
250,350,Jobs
1900,350,Skills
2413,350,Skills
2074,350,Courses
2870,352,Jobs
2870,352,Mission
1877,352,Skills
1877,352,Tools
1879,352,Skills
2262,352,Requirements
2052,352,Courses
2909,355,Mission
2909,355,Skills
2877,355,Ethical issues
1014,355,NA
2735,357,Mission
1255,357,Impact
1882,358,Jobs
2753,359,Mission
3006,359,Impact
3006,359,Jobs
1417,359,Jobs
603,359,Impact
603,359,Skills
399,361,Courses
2958,361,Mission
848,364,Courses
719,364,Requirements
2057,365,Courses
754,365,Courses
2391,368,Skills
2171,371,Courses
2966,371,Requirements
3169,371,Requirements
1676,371,Requirements
377,371,Mission
233,371,Target group
360,375,Courses
3337,382,Mission
1106,382,Definition
2334,382,Skills
738,382,Jobs
2246,382,Tools
2276,382,Skills
2072,382,Courses
3126,378,Impact
3127,378,Impact
3128,378,Impact
3129,378,Impact
2737,379,Mission
846,379,Requirements
2950,384,Fluff
1819,384,Mission
388,384,Requirements
957,384,Courses
146,384,Requirements
2544,385,Mission
943,385,Skills
827,385,Ethical issues
1384,385,Ethical issues
1899,386,Impact
748,386,Requirements
2947,394,Mission
566,394,Skills
2290,394,Skills
2292,394,Ethical issues
1206,356,Courses
800,356,Requirements
1554,356,Courses
1013,356,Courses
582,356,Impact
1460,388,Courses
2772,388,Mission
2308,388,Impact
1767,388,Requirements
242,388,Target group
2862,389,Mission
814,389,Definition
2465,389,Industry
984,389,Courses
2634,345,Impact
2634,345,Definition
3374,345,Skills
710,345,Impact
1436,345,Courses
2585,360,Mission
2917,360,Impact
2917,360,Industry
2162,360,Courses
722,381,Requirements
2693,381,Mission
1525,381,Impact
2895,381,Impact
622,370,Courses
720,370,Requirements
2631,367,Mission
1902,367,Impact
1902,367,Skills
1524,367,Requirements
1524,367,Industry
2759,390,Mission
3178,390,Skills
460,390,Target group
461,390,Mission
1433,390,Definition
3010,390,Definition
1711,390,Interdisciplinary
77,390,Courses
3181,390,Requirements
2637,397,Mission
2912,397,Target group
500,397,Fluff
893,397,Courses
1971,397,Courses
3040,399,Mission
3179,399,Skills
1831,399,Skills
2729,400,Mission
1881,400,Industry
1881,400,Interdisciplinary
235,400,Skills
235,400,Mission
2730,400,Mission
295,400,Skills
1132,400,Tools
3160,400,Requirements
2234,400,Requirements
1016,400,Courses
2249,400,Requirements
1707,400,Requirements
1446,402,Mission
2269,402,Interdisciplinary
1973,402,Courses
3238,404,Tools
3251,404,Skills
1019,404,Skills
1537,404,Impact
3235,405,Fluff
608,405,Skills
1265,405,Mission
1477,405,Fluff
3387,405,Impact
3387,405,Skills
801,405,Impact
1025,405,Courses
2317,533,Skills
950,533,Courses
2743,535,Mission
1388,535,Tools
885,535,Impact
1130,535,Skills
1281,535,Courses
1348,535,Courses
591,535,Requirements
1719,535,Requirements
3121,541,Mission
2883,541,Mission
1405,541,Skills
3068,541,Interdisciplinary
795,541,Fluff
2971,541,Fluff
2638,541,Fluff
1708,541,Definition
1529,541,Skills
1528,541,Skills
1527,541,Skills
2328,541,Skills
1713,541,Courses
2901,545,Target group
2603,545,Mission
2603,545,Skills
2038,545,Courses
2483,545,Broader impact
2483,545,Impact
1447,545,Skills
2187,537,Courses
3380,537,Mission
2490,537,Skills
3071,550,Mission
2876,550,Industry
1970,550,Skills
794,550,Courses
1969,556,Impact
2732,556,Mission
1203,556,Courses
539,555,Skills
526,555,Courses
2795,561,Mission
478,561,Impact
478,561,Skills
3016,561,Jobs
3016,561,Impact
3016,561,Skills
338,561,Courses
1039,561,Ethical issues
3150,561,Skills
1635,562,Skills
2059,562,Courses
2534,564,Target group
1914,564,Skills
2935,564,Ethical issues
2935,564,Interdisciplinary
3117,564,Jobs
3117,564,Impact
2630,564,Requirements
335,564,Courses
313,564,Ethical issues
2198,566,Fluff
3401,566,Skills
3003,566,Fluff
2852,572,Mission
3118,572,Skills
2962,572,Jobs
2645,568,Mission
2775,552,Mission
3268,552,Interdisciplinary
2776,552,Broader impact
2776,552,Mission
2776,552,Ethical issues
2776,552,[!!]
2677,552,Skills
673,409,Definition
1664,409,Mission
1171,409,Skills
3232,409,Tools
668,409,Courses
2660,410,Mission
2660,410,Impact
609,410,Requirements
609,410,Target group
1394,410,Mission
1394,410,Skills
543,410,Skills
3164,410,Requirements
2283,410,Requirements
2973,575,Mission
3222,575,Impact
345,575,Courses
2474,395,Mission
777,395,Impact
875,395,Requirements
1357,395,Requirements
2159,546,Courses
2606,546,Mission
2101,546,Requirements
2367,571,Mission
2352,571,Courses
731,571,Impact
2428,576,Mission
2393,576,Skills
2976,576,Mission
2829,576,Requirements
2899,576,Impact
2899,576,Tools
3285,576,Skills
1540,576,Jobs
2389,577,Mission
2389,577,Tools
2620,577,Tools
2153,577,Courses
2803,578,Mission
2803,578,Interdisciplinary
1616,578,Skills
3245,578,Skills
3245,578,Impact
2087,578,Courses
2519,579,Mission
596,579,Courses
2030,581,Courses
2509,581,Requirements
166,581,Fluff
584,581,Skills
1851,581,Mission
1073,581,Courses
66,581,Courses
286,581,Courses
2527,582,Mission
2574,582,Target group
1602,582,Courses
1523,582,Skills
1221,582,Courses
1222,582,Courses
989,582,Courses
770,584,Mission
3405,584,Skills
318,584,Requirements
1768,584,Courses
1942,585,Courses
1856,585,Skills
1856,585,Mission
2307,585,Skills
3228,586,Impact
2723,586,Mission
1114,586,Courses
630,587,Definition
2790,587,Mission
2244,587,Mission
545,587,Requirements
2722,589,Mission
2938,589,Skills
962,589,Courses
1754,589,Ethical issues
1270,592,Interdisciplinary
550,592,Courses
2088,594,Courses
2464,594,Mission
1168,595,Mission
2289,595,Skills
2517,597,Mission
1842,597,Courses
662,597,Skills
2468,598,Mission
599,598,Courses
1017,599,Courses
2807,599,Mission
2013,599,Fluff
2810,599,Skills
2942,599,Jobs
3148,599,Tools
3148,599,Jobs
2232,599,Jobs
2232,599,Impact
1432,602,Jobs
2949,602,Skills
1018,602,Courses
631,602,Courses
467,603,Mission
824,603,Skills
466,603,Fluff
1110,603,Courses
2913,604,Mission
1109,604,Courses
791,609,Courses
323,609,Requirements
1408,609,Impact
1541,609,Skills
3385,609,Skills
1587,610,Courses
436,610,Skills
436,610,Impact
3300,611,Mission
1188,611,Interdisciplinary
1788,611,Skills
1414,611,Skills
372,611,Skills
2029,611,Courses
932,613,Broader impact
932,613,Target group
3282,613,Impact
1226,613,Mission
790,613,Skills
3356,613,Courses
3098,615,Mission
3098,615,Target group
1371,615,Skills
2208,615,Courses
953,625,Courses
2564,625,Mission
1949,626,Courses
1387,626,Mission
1387,626,Accreditation
3017,626,Impact
3017,626,Industry
3017,626,Jobs
1508,626,Fluff
3373,626,Skills
3260,626,Interdisciplinary
1538,629,Definition
1305,629,Mission
2824,629,Mission
588,629,Courses
2745,630,Mission
219,630,Jobs
219,630,Interdisciplinary
1702,630,Skills
1268,630,Impact
1020,630,Skills
970,630,Courses
3167,631,Interdisciplinary
3018,631,Skills
1048,631,Courses
2128,632,Courses
724,633,Courses
2702,633,Mission
1673,634,Mission
1672,634,Interdisciplinary
863,634,Courses
767,636,Courses
502,636,Skills
1332,636,Mission
743,637,Courses
742,637,Courses
1722,637,Courses
2156,637,Courses
429,637,Courses
744,637,Courses
3349,637,Courses
3183,637,Requirements
2388,637,Mission
3132,637,Impact
199,635,Mission
105,635,Skills
173,635,Impact
181,635,Tools
61,635,Courses
62,635,Courses
29,635,Courses
5,635,Courses
14,635,Courses
65,635,Courses
7,635,Courses
63,635,Courses
52,635,Courses
1988,635,Requirements
2814,635,Requirements
471,635,Impact
3176,638,Courses
3184,638,Requirements
2451,638,Target group
2491,638,Mission
2454,639,Mission
462,639,Courses
1358,641,Mission
789,641,Skills
2119,641,Tools
1183,641,Courses
1550,641,Tools
1117,642,Courses
1759,642,Skills
2613,642,Mission
1936,643,Courses
2374,643,Mission
1347,644,Courses
988,644,Mission
1377,644,Skills
561,644,Tools
3147,644,Skills
3322,645,Fluff
1880,645,Interdisciplinary
2978,645,Skills
1504,645,Interdisciplinary
2841,645,Skills
1578,645,Courses
1378,646,Mission
703,646,Skills
3339,646,Interdisciplinary
3339,646,Industry
1476,646,Skills
1762,646,Courses
2717,648,Mission
515,648,Ethical issues
1298,648,Skills
1793,648,Courses
3220,649,Courses
1497,650,Requirements
883,650,[??]
2524,650,Courses
456,650,Skills
147,650,Fluff
2669,650,Jobs
2669,650,Impact
1328,650,[??]
328,650,[??]
410,650,Jobs
410,650,Impact
2523,650,Mission
2522,650,Interdisciplinary
1515,651,Mission
1163,651,Skills
1175,651,Ethical issues
2697,652,Mission
3348,652,Skills
394,652,Requirements
642,652,Courses
1275,652,Requirements
1274,652,Courses
643,652,Courses
1990,652,Requirements
1442,652,Courses
1245,652,Requirements
641,652,Courses
2923,653,Mission
406,653,Courses
657,653,Skills
1731,658,Courses
1732,658,Courses
1730,658,Courses
2355,658,Requirements
1242,658,Requirements
935,658,Requirements
2741,658,Mission
661,658,Impact
2558,660,[??]
2100,660,Requirements
2827,660,Mission
2624,661,Mission
2455,661,Interdisciplinary
2455,661,Fluff
187,661,Courses
1925,661,Courses
2801,664,Mission
1045,664,Skills
3372,664,Skills
704,664,Skills
1483,664,Courses
1059,665,Definition
54,665,Courses
3359,665,NA
1808,666,Requirements
20,666,Courses
18,666,Courses
21,666,Courses
19,666,Courses
98,666,Courses
97,666,Courses
432,666,Requirements
1809,666,Requirements
1311,666,Courses
1012,667,Courses
2658,667,Interdisciplinary
2658,667,Mission
592,667,Skills
1120,671,Skills
1121,671,Skills
3207,671,Ethical issues
1560,671,Courses
974,671,Courses
2275,672,Mission
975,672,Courses
3172,672,Skills
1035,673,Courses
1617,673,Definition
2996,673,Fluff
1639,673,Mission
1769,674,Courses
2688,674,Mission
326,675,Courses
484,675,Skills
2442,675,Target group
2442,675,Mission
2433,675,Skills
3053,677,Fluff
3054,677,Mission
2250,677,Skills
1100,677,Courses
1363,678,Skills
256,678,Industry
1399,678,Mission
1399,678,Jobs
1238,678,Skills
349,678,Courses
523,678,Requirements
354,678,Courses
352,678,Courses
2300,678,Requirements
353,678,Courses
355,678,Courses
351,678,Courses
356,678,Courses
124,679,Skills
348,679,Courses
2547,679,Mission
1400,679,Impact
1107,680,Courses
3182,680,Requirements
1494,680,Mission
1820,680,Skills
847,681,Courses
2612,681,Target group
2612,681,Mission
1629,682,Target group
3007,682,Skills
2944,682,Target group
1576,682,Skills
2185,682,Courses
2184,682,Ethical issues
2186,682,Courses
1625,684,Mission
1782,684,Fluff
1390,684,Requirements
1031,684,Interdisciplinary
2466,684,Interdisciplinary
782,686,Impact
671,686,Courses
956,687,Courses
1765,687,Requirements
1067,687,Requirements
1218,687,Courses
1766,687,Requirements
1688,687,Requirements
2690,687,Requirements
1419,687,Skills
857,695,Courses
2964,695,Mission
2820,695,Interdisciplinary
2820,695,Jobs
2900,695,Impact
2365,699,Jobs
1796,699,NA
615,699,Courses
1696,701,Definition
811,701,Skills
812,701,Courses
1507,702,Mission
810,702,Skills
3382,702,Tools
1721,702,Courses
1170,702,Skills
1118,703,Courses
2746,703,Mission
3394,703,Impact
1699,703,Skills
2027,705,Courses
2027,705,Ethical issues
2533,705,Mission
3205,705,Impact
3009,705,Target group
3141,705,Skills
1909,705,Impact
2386,706,Jobs
3170,706,Skills
1726,706,Courses
663,707,Mission
1033,707,Skills
600,707,Courses
1112,709,Courses
1173,709,Skills
1802,711,Courses
2823,711,Mission
2412,711,Mission
2970,711,Mission
2839,711,Skills
2963,711,Skills
2792,708,Mission
1492,708,Fluff
2650,708,Fluff
585,708,Courses
518,708,Fluff
3203,712,Interdisciplinary
3203,712,Mission
1571,712,Skills
1438,712,Ethical issues
1111,712,Courses
1503,713,Mission
359,713,Mission
1282,713,Interdisciplinary
2769,713,Target group
1267,713,Target group
2878,713,Mission
330,713,Courses
332,713,Courses
333,713,Ethical issues
331,713,Courses
2284,713,Requirements
309,713,Courses
331,713,Courses
1290,713,[!!]
1290,713,Fluff
1290,713,Target group
373,713,Industry
473,713,[!!]
1910,713,Industry
32,713,Jobs
944,713,Interdisciplinary
3271,713,Target group
3273,713,Target group
3038,715,Interdisciplinary
792,715,Courses
2322,715,Skills
583,715,Mission
763,716,Courses
1983,716,Skills
572,716,Skills
2850,717,Mission
2945,717,Impact
1350,717,Courses
2472,718,Fluff
483,718,Skills
1349,718,Courses
1038,718,Ethical issues
589,722,Courses
2614,722,Skills
589,723,Courses
1868,723,Impact
1883,723,Mission
976,724,Courses
2241,724,Skills
2241,724,Mission
2674,724,Impact
2675,725,Mission
2298,725,Skills
310,725,Courses
251,725,Courses
225,725,Courses
224,725,Courses
1076,726,Interdisciplinary
1076,726,Definition
2779,726,Interdisciplinary
2779,726,Mission
2557,726,Impact
2557,726,Industry
2280,726,Requirements
2565,726,Mission
2238,726,Skills
3353,726,Courses
2779,727,Mission
1240,727,Skills
437,727,Ethical issues
601,727,Courses
793,729,Courses
3082,729,Mission
637,731,Courses
3219,731,Mission
2487,731,Courses
2799,732,Mission
2898,732,Target group
2324,732,Fluff
923,732,Skills
3272,732,Target group
1889,732,Jobs
2800,732,Skills
2882,732,Industry
1557,732,Courses
927,720,Mission
927,720,Ethical issues
918,720,Skills
2137,720,Courses
2479,734,Jobs
2479,734,Mission
258,734,Skills
258,734,Mission
1099,734,Skills
2124,734,Skills
2194,734,Skills
2189,734,Skills
2220,734,Tools
1905,734,Industry
1869,734,Industry
1869,734,Ethical issues
2158,734,Courses
1948,735,Requirements
844,735,Courses
2370,735,Skills
2452,735,Skills
2452,735,Impact
324,736,Requirements
1008,737,Courses
3237,737,Skills
3042,737,Mission
3036,737,Impact
2625,737,Broader impact
2905,738,Mission
537,738,Skills
1771,738,Courses
2987,739,Mission
2987,739,Jobs
2987,739,Interdisciplinary
1174,739,Skills
1735,739,Courses
1813,740,Impact
1644,740,Skills
985,740,Courses
1579,741,Courses
2661,741,Mission
3051,742,Target group
1580,742,Courses
3389,742,Impact
2701,744,Fluff
2936,744,Mission
1319,744,Courses
2647,745,Mission
2647,745,Interdisciplinary
2000,745,Skills
952,746,Courses
1191,747,Courses
686,748,Courses
2721,748,Mission
1643,748,Skills
1164,748,Skills
1169,748,Tools
2329,748,Impact
2329,748,Interdisciplinary
281,748,Impact
3089,750,Target group
836,750,Courses
1244,750,Courses
2760,751,Mission
1703,751,Skills
969,751,Courses
815,753,Skills
2891,753,Skills
2989,753,Impact
1556,753,Courses
802,754,Requirements
482,754,Courses
1618,754,Courses
2692,754,Mission
656,754,Skills
1484,755,Courses
3066,755,Mission
2911,756,Mission
1291,756,Skills
1005,756,Courses
2727,758,Interdisciplinary
2727,758,Mission
779,758,Skills
955,758,Courses
1153,766,Impact
855,766,Courses
928,766,Skills
1362,769,Courses
999,770,Courses
1429,770,Skills
3111,771,Mission
595,771,Courses
3342,773,Requirements
3343,773,Target group
3087,773,Mission
1049,773,Skills
2065,773,Courses
521,773,Requirements
291,775,Courses
291,775,Skills
3371,775,Skills
1346,776,Courses
1227,783,Fluff
3312,783,Mission
1134,783,Courses
2604,790,Mission
2666,790,Skills
1568,790,Courses
978,792,Courses
979,792,Courses
439,792,Requirements
2601,792,Mission
1044,793,Courses
2424,793,Mission
2265,793,Impact
2667,798,Target group
2933,798,Interdisciplinary
1410,798,Skills
1004,798,Courses
364,800,Mission
3090,800,Mission
1634,800,Skills
1603,800,Requirements
1289,800,Courses
369,800,Skills
2639,800,Skills
370,800,Courses
3091,791,Impact
2507,791,Impact
2507,791,Mission
1219,791,Courses
1186,782,Courses
747,782,Requirements
522,782,Requirements
522,782,Target group
2520,782,Mission
337,802,Courses
1700,802,Skills
1896,802,Impact
1954,804,Courses
2750,804,Mission
1940,805,Courses
569,805,Fluff
2833,805,Mission
2939,805,Impact
2704,806,Mission
3146,806,Skills
1424,806,Ethical issues
1425,806,Skills
401,806,Courses
2112,807,Mission
1919,807,Skills
1839,807,Courses
1584,808,Courses
3231,808,Impact
175,809,Courses
1181,809,Fluff
443,809,Requirements
442,809,Fluff
1680,810,Tools
693,810,Requirements
3208,810,Skills
2379,810,Mission
2583,811,Fluff
1714,811,Mission
2197,811,Skills
1104,811,Courses
2484,812,Mission
2447,812,Skills
1102,813,Courses
3145,813,Skills
2168,816,Courses
2140,816,Mission
540,816,Skills
1690,816,Requirements
1486,818,Target group
1081,818,Impact
2957,818,Impact
2957,818,Mission
1287,818,Fluff
2956,818,Courses
1331,818,Courses
2714,819,Fluff
1464,819,Target group
1398,819,Jobs
485,819,Industry
2715,819,Mission
2296,819,Target group
415,819,Accreditation
1593,819,Courses
1149,820,Target group
2288,820,Target group
2256,820,Target group
2017,820,Skills
2619,820,Mission
2005,820,Courses
455,823,Courses
228,823,Impact
1626,823,Jobs
1626,823,Impact
2286,823,Requirements
1553,825,Courses
1313,826,Courses
2965,826,Mission
1840,826,Skills
1604,827,Skills
2302,827,Skills
2361,827,Courses
2869,828,Mission
1155,828,Mission
1701,828,Skills
2225,828,Impact
1407,828,Jobs
2154,828,Courses
452,829,Courses
1849,829,Fluff
2712,829,Impact
2712,829,Skills
3059,829,Interdisciplinary
1502,829,Fluff
2348,830,Skills
1588,830,Courses
2170,830,Courses
1375,831,Courses
2684,831,Mission
3210,831,Skills
1844,832,Definition
3044,832,Mission
183,832,Courses
2798,833,Target group
2798,833,Mission
654,833,Skills
2193,833,Courses
2366,833,[!!]
2789,834,Skills
2789,834,Impact
1103,834,Courses
2192,834,Courses
2982,834,Impact
2982,834,Skills
3162,835,Courses
1071,835,Courses
2090,835,Requirements
2091,835,Requirements
2092,835,Requirements
3142,835,Mission
1791,836,Courses
3175,836,Fluff
3175,836,Mission
3234,836,Skills
3154,837,Mission
2461,837,Skills
1938,837,Target group
1167,837,Skills
125,837,Courses
421,838,Mission
1299,838,Interdisciplinary
1023,838,Skills
223,838,Industry
2959,838,Requirements
1307,838,Courses
1224,839,Courses
2310,839,Skills
386,839,Impact
2121,840,Courses
2122,840,Courses
678,840,Requirements
1636,840,Skills
1720,841,Courses
2540,841,Mission
297,841,Skills
253,841,Requirements
809,842,Definition
3278,842,Interdisciplinary
3278,842,Mission
2646,842,Definition
983,842,Courses
1804,842,Courses
2786,843,Mission
2513,843,Interdisciplinary
3305,843,Mission
1545,843,Skills
1135,843,Skills
2358,843,Law-policy
2471,843,Requirements
1598,843,Courses
2395,843,Requirements
408,843,Courses
1710,843,Courses
2309,843,Requirements
492,844,Courses
713,844,Impact
713,844,Skills
2893,844,Impact
813,847,Courses
2445,847,Mission
560,847,Impact
3409,847,Skills
1986,848,Courses
2665,848,Mission
1074,848,Definition
3153,848,Skills
1370,849,Fluff
3325,849,Mission
1105,849,Skills
682,849,Skills
2943,849,Industry
76,849,Courses
3075,850,Interdisciplinary
3086,850,Mission
2489,850,Requirements
1220,850,Courses
1058,851,Skills
623,851,Courses
2551,851,Impact
2551,851,Mission
1340,852,Courses
2102,852,Requirements
417,853,Courses
2793,853,Mission
2247,853,Skills
3310,853,Skills
2475,855,Fluff
954,855,Courses
2710,856,Mission
528,856,Courses
2485,856,Interdisciplinary
2925,856,Jobs
1627,857,Courses
1627,857,Skills
2782,857,Mission
2813,857,Impact
2108,857,Skills
2166,859,Courses
1129,861,Courses
2556,861,Mission
3035,861,Target group
3259,861,Impact
3264,861,Broader impact
2444,862,Mission
1921,862,Courses
504,863,Skills
2993,863,Mission
2205,863,Skills
1709,863,Jobs
1277,863,Industry
1277,863,Courses
1677,863,Requirements
1006,863,Courses
3015,864,Mission
1549,864,Target group
2354,864,Courses
2330,864,Skills
1837,868,Courses
2233,868,Skills
804,869,Fluff
214,869,Impact
1850,869,Target group
1850,869,Mission
3223,869,Impact
1151,869,Fluff
3192,869,Fluff
1133,869,Requirements
2510,869,Impact
1865,869,Fluff
1916,869,Courses
1706,869,Impact
488,872,Interdisciplinary
2002,872,Mission
112,872,Skills
823,872,Courses
2341,874,Courses
2842,874,Mission
2842,874,Skills
1451,874,Target group
229,874,Skills
2008,875,Courses
2469,875,Mission
1860,891,Mission
1097,891,Skills
1590,891,Courses
3196,873,Mission
3196,873,Interdisciplinary
2672,873,Interdisciplinary
2671,873,Requirements
1952,873,Requirements
123,873,Courses
163,873,Courses
230,873,Requirements
104,873,Skills
102,873,Skills
158,873,Skills
1512,889,Mission
3173,889,Skills
448,889,Definition
1115,889,Definition
1051,889,Definition
1682,889,Definition
3256,889,Definition
527,894,Courses
3019,894,Requirements
2231,894,Skills
873,895,Courses
1600,895,Ethical issues
3022,895,Impact
3022,895,Skills
495,895,Mission
858,895,Courses
1294,895,Tools
3067,896,Mission
2410,896,Courses
374,896,Skills
1821,893,Courses
2856,893,Skills
2856,893,Impact
1862,898,Mission
217,898,Skills
1551,898,Skills
172,898,Courses
1678,899,NA
1679,899,Courses
481,899,Skills
481,899,Impact
959,901,Courses
3034,901,Impact
2802,904,Mission
2802,904,Target group
3076,904,Interdisciplinary
3076,904,Skills
498,909,Mission
1158,909,Mission
1062,909,Courses
3350,909,Interdisciplinary
363,909,Skills
1444,911,Courses
1444,911,Skills
137,913,Courses
1977,913,Requirements
2120,913,Fluff
921,913,Courses
933,913,Requirements
414,913,Accreditation
2467,913,Skills
650,914,Courses
651,914,Ethical issues
1892,914,Mission
2321,914,Requirements
3149,914,Tools
2888,916,Mission
1052,916,Skills
1364,916,Courses
3031,918,Impact
2157,918,Courses
575,918,Courses
2178,919,Courses
2251,919,Skills
594,920,Courses
2906,920,Mission
1572,920,Mission
926,920,Tools
926,920,Impact
3189,921,Mission
773,921,Skills
1190,921,Courses
3077,905,Interdisciplinary
1958,905,Target group
1373,905,Skills
942,905,Skills
2146,905,Mission
2368,905,Courses
1998,917,Mission
532,917,Skills
1481,917,Ethical issues
1189,917,Courses
1956,922,Mission
2602,922,Skills
1581,922,Courses
513,923,Courses
3338,923,Mission
3338,923,Skills
732,923,Skills
2129,924,Courses
3131,924,Mission
1775,925,Courses
2720,925,Mission
1907,925,Impact
1147,927,Target group
1778,927,Mission
2653,927,Skills
501,927,Courses
907,928,Courses
2264,928,Skills
1628,928,Impact
2107,930,Courses
649,931,Courses
2738,931,Target group
2997,931,[??]
2859,931,Requirements
2581,931,Courses
1836,931,[??]
1836,931,Fluff
2784,934,Mission
2887,934,Skills
2887,934,Ethical issues
1748,934,Skills
1231,934,Ethical issues
149,934,Courses
1749,935,Fluff
1462,935,Fluff
2409,935,Mission
2408,935,Impact
1337,935,Courses
880,937,Courses
587,937,Courses
3292,937,Skills
2401,937,Mission
3333,926,Mission
2195,926,Skills
2110,926,Courses
3088,932,Target group
2436,932,Requirements
1947,932,Courses
808,938,Courses
1908,938,Fluff
3026,938,Mission
1783,940,Mission
